N_updates,N_timesteps,FPS,Reward_mean,Reward_median,Reward_min,Reward_max,Entropy,Value_loss,Action_loss,N_episodes,N_blocked_actions,N_goal_reached
1950,312160,439,-1342.25,-538.0,-18508.0,0.0,1.0659993886947632,0.15062250196933746,-0.0005265239160507917,2112.0,0.0,0.0
1960,313760,439,-1342.25,-538.0,-18508.0,0.0,1.064255952835083,0.14296212792396545,-2.2629945306107402e-05,2112.0,0.0,0.0
1970,315360,439,-1342.25,-538.0,-18508.0,0.0,1.0642669200897217,0.1362655758857727,9.755046903592302e-07,2112.0,0.0,0.0
1980,316960,439,-1342.25,-538.0,-18508.0,0.0,1.064357042312622,0.13026191294193268,1.2254196917638183e-05,2112.0,0.0,0.0
1990,318560,439,-1342.25,-538.0,-18508.0,0.0,1.0403828620910645,0.1247669979929924,0.00023985319421626627,2112.0,0.0,0.0
2000,320160,440,-1342.25,-538.0,-18508.0,0.0,1.0427781343460083,0.11970888078212738,0.005402824841439724,2112.0,0.0,0.0
2010,321760,440,-1342.25,-538.0,-18508.0,0.0,1.0495216846466064,0.11492139101028442,0.0018120738677680492,2112.0,0.0,0.0
2020,323360,440,-1342.25,-538.0,-18508.0,0.0,1.045430064201355,0.11040284484624863,0.000467556354124099,2112.0,0.0,0.0
2030,324960,440,-1342.25,-538.0,-18508.0,0.0,1.0498296022415161,0.1061103418469429,0.0005239700549282134,2112.0,0.0,0.0
2040,326560,440,-1342.25,-538.0,-18508.0,0.0,1.0227396488189697,0.10202759504318237,0.0035229253116995096,2112.0,0.0,0.0
2050,328160,440,-1342.25,-538.0,-18508.0,0.0,1.058622121810913,0.09811021387577057,0.00244358042255044,2112.0,0.0,0.0
2060,329760,440,-1342.25,-538.0,-18508.0,0.0,1.0664057731628418,2.067178320430685e-05,-0.004319370724260807,2112.0,0.0,0.0
2070,331360,440,-1342.25,-538.0,-18508.0,0.0,1.0767189264297485,2.326615458514425e-06,-0.0014740454498678446,2112.0,0.0,0.0
2080,332960,440,-1342.25,-538.0,-18508.0,0.0,1.085930585861206,7.67922870181792e-07,-0.000846771989017725,2112.0,0.0,0.0
2090,334560,440,-1342.25,-538.0,-18508.0,0.0,1.087960124015808,1.0101769021275686e-06,-0.0009794416837394238,2112.0,0.0,0.0
2100,336160,440,-1342.25,-538.0,-18508.0,0.0,1.073745608329773,3.6896506117045647e-06,-0.00186060625128448,2112.0,0.0,0.0
2110,337760,440,-1342.25,-538.0,-18508.0,0.0,1.086727499961853,6.87329838910955e-06,-0.0025674274656921625,2112.0,0.0,0.0
2120,339360,440,-1342.25,-538.0,-18508.0,0.0,1.0946340560913086,3.0258254355430836e-06,-0.0017260764725506306,2112.0,0.0,0.0
2130,340960,441,-1342.25,-538.0,-18508.0,0.0,1.0803766250610352,1.5386184486487764e-06,-0.0012066157069057226,2112.0,0.0,0.0
2140,342560,441,-1342.25,-538.0,-18508.0,0.0,1.0856801271438599,2.6687102945288643e-06,-0.001609591767191887,2112.0,0.0,0.0
2150,344160,441,-1342.25,-538.0,-18508.0,0.0,1.073876976966858,4.1979450315920985e-07,-0.0006297699874266982,2112.0,0.0,0.0
2160,345760,441,-1342.25,-538.0,-18508.0,0.0,1.0821937322616577,8.3551731222542e-07,-0.000891319417860359,2112.0,0.0,0.0
2170,347360,441,-1342.25,-538.0,-18508.0,0.0,1.0812349319458008,9.564344509271905e-06,-0.003124819602817297,2112.0,0.0,0.0
2180,348960,441,-1342.25,-538.0,-18508.0,0.0,1.079442024230957,4.7752027967362665e-06,-0.0021261165384203196,2112.0,0.0,0.0
2190,350560,441,-1342.25,-538.0,-18508.0,0.0,1.0911582708358765,8.20557488623308e-07,-0.0008857101784087718,2112.0,0.0,0.0
2200,352160,441,-1342.25,-538.0,-18508.0,0.0,1.0852550268173218,5.087237013867707e-07,-0.0006886463961564004,2112.0,0.0,0.0
2210,353760,441,-1342.25,-538.0,-18508.0,0.0,1.0865422487258911,1.194015794681036e-06,-0.0010698301484808326,2112.0,0.0,0.0
2220,355360,441,-1342.25,-538.0,-18508.0,0.0,1.090644121170044,5.7449019550404046e-06,-0.002353490563109517,2112.0,0.0,0.0
2230,356960,441,-1342.25,-538.0,-18508.0,0.0,1.0633119344711304,5.017293460696237e-06,-0.00214394205249846,2112.0,0.0,0.0
2240,358560,441,-1342.25,-538.0,-18508.0,0.0,1.0976423025131226,1.3656367627845611e-06,-0.0011491905897855759,2112.0,0.0,0.0
2250,360160,441,-1342.25,-538.0,-18508.0,0.0,1.0863293409347534,1.3165855534680304e-06,-0.001127311261370778,2112.0,0.0,0.0
2260,361760,441,-1342.25,-538.0,-18508.0,0.0,1.092643141746521,2.6891937068285188e-06,-0.0015792243648320436,2112.0,0.0,0.0
2270,363360,441,-1342.25,-538.0,-18508.0,0.0,1.0623080730438232,4.577521295345832e-08,-0.00018317776266485453,2112.0,0.0,0.0
2280,364960,441,-1342.25,-538.0,-18508.0,0.0,1.0867303609848022,2.237839709096079e-07,0.0004576332576107234,2112.0,0.0,0.0
2290,366560,441,-1342.25,-538.0,-18508.0,0.0,1.0812835693359375,2.589456244095345e-06,0.001517075696028769,2112.0,0.0,0.0
2300,368160,441,-1342.25,-538.0,-18508.0,0.0,1.0883641242980957,8.294664439745247e-06,0.0028620127122849226,2112.0,0.0,0.0
2310,369760,441,-1342.25,-538.0,-18508.0,0.0,1.083003282546997,1.8815812836692203e-06,0.0013715430395677686,2112.0,0.0,0.0
2320,371360,441,-1342.25,-538.0,-18508.0,0.0,1.092197060585022,4.001778108886356e-07,0.000628957524895668,2112.0,0.0,0.0
2330,372960,441,-1342.25,-538.0,-18508.0,0.0,1.0806339979171753,2.482562877048622e-06,0.0015902629820629954,2112.0,0.0,0.0
2340,374560,442,-1342.25,-538.0,-18508.0,0.0,1.350899338722229,1129.2835693359375,-9.641962051391602,2112.0,0.0,0.0
2350,376160,441,-1342.25,-538.0,-18508.0,0.0,0.00012223706289660186,40.91494369506836,-2.567129286035197e-06,2112.0,0.0,0.0
2360,377760,441,-1342.25,-538.0,-18508.0,0.0,0.00012439845886547118,31.65144157409668,-4.753747816721443e-06,2112.0,0.0,0.0
2370,379360,441,-1342.25,-538.0,-18508.0,0.0,0.0001262444566236809,40.87221145629883,-2.1427713363664225e-06,2112.0,0.0,0.0
2380,380960,441,-1342.25,-538.0,-18508.0,0.0,0.00012826485908590257,31.591962814331055,-4.422212896315614e-06,2112.0,0.0,0.0
2390,382560,440,-1342.25,-538.0,-18508.0,0.0,0.0001304092729697004,40.84455490112305,-1.779582021299575e-06,2112.0,0.0,0.0
2400,384160,440,-1342.25,-538.0,-18508.0,0.0,0.00013277906691655517,31.547576904296875,-4.1691860133141745e-06,2112.0,0.0,0.0
2410,385760,440,-1342.25,-538.0,-18508.0,0.0,0.00013535015750676394,40.82452392578125,-1.4564679986506235e-06,2112.0,0.0,0.0
2420,387360,440,-1342.25,-538.0,-18508.0,0.0,0.00013820722233504057,31.511554718017578,-3.96385939893662e-06,2112.0,0.0,0.0
2430,388960,439,-1342.25,-538.0,-18508.0,0.0,0.00014136124809738249,40.809303283691406,-1.1508936950122006e-06,2112.0,0.0,0.0
2440,390560,439,-1342.25,-538.0,-18508.0,0.0,0.0001449362898711115,31.481212615966797,-3.7961087855364894e-06,2112.0,0.0,0.0
2450,392160,439,-1342.25,-538.0,-18508.0,0.0,0.00014894449850544333,40.79780960083008,-8.495908900840732e-07,2112.0,0.0,0.0
2460,393760,439,-985.53125,-576.0,-4253.0,-576.0,0.00015043019084259868,1.3104342222213745,1.1550649105629418e-05,3168.0,0.0,0.0
2470,395360,439,-985.53125,-576.0,-4253.0,-576.0,0.0001534005132270977,0.31619367003440857,-2.318057795491768e-06,3168.0,0.0,0.0
2480,396960,439,-985.53125,-576.0,-4253.0,-576.0,0.00015672373410779983,1.3102308511734009,1.2105590940336697e-05,3168.0,0.0,0.0
2490,398560,439,-985.53125,-576.0,-4253.0,-576.0,0.000158354509039782,0.3161751329898834,-2.4008350010262802e-06,3168.0,0.0,0.0
2500,400160,438,-985.53125,-576.0,-4253.0,-576.0,0.00016163408872671425,1.3100794553756714,1.2520137715910096e-05,3168.0,0.0,0.0
2510,401760,438,-985.53125,-576.0,-4253.0,-576.0,0.00016337158740498126,0.3161601424217224,-2.4839712295943173e-06,3168.0,0.0,0.0
2520,403360,438,-985.53125,-576.0,-4253.0,-576.0,0.00016715210222173482,1.3099738359451294,1.2987534319108818e-05,3168.0,0.0,0.0
2530,404960,438,-985.53125,-576.0,-4253.0,-576.0,0.0001690879580564797,0.3161524534225464,-2.5794879547902383e-06,3168.0,0.0,0.0
2540,406560,438,-985.53125,-576.0,-4253.0,-576.0,0.00017347348330076784,1.309870958328247,1.352505205431953e-05,3168.0,0.0,0.0
2550,408160,438,-985.53125,-576.0,-4253.0,-576.0,0.00017564398876857013,0.3161381185054779,-2.6897162115346873e-06,3168.0,0.0,0.0
2560,409760,438,-985.53125,-576.0,-4253.0,-576.0,0.00018075821571983397,1.3097766637802124,1.4147091860650107e-05,3168.0,0.0,0.0
2570,411360,438,-985.53125,-576.0,-4253.0,-576.0,0.00018320820527151227,0.3161381185054779,-2.8175863917567767e-06,3168.0,0.0,0.0
2580,412960,438,-985.53125,-576.0,-4253.0,-576.0,0.0001892096479423344,1.3097797632217407,1.4872762221784797e-05,3168.0,0.0,0.0
2590,414560,438,-985.53125,-576.0,-4253.0,-576.0,0.00019199652888346463,0.31612950563430786,-2.9670536605408415e-06,3168.0,0.0,0.0
2600,416160,438,-985.53125,-576.0,-4253.0,-576.0,0.00019909237744286656,1.3097163438796997,1.572507608216256e-05,3168.0,0.0,0.0
2610,417760,438,-985.53125,-576.0,-4253.0,-576.0,0.00020229069923516363,0.31611886620521545,-3.142841705994215e-06,3168.0,0.0,0.0
2620,419360,438,-985.53125,-576.0,-4253.0,-576.0,0.000210756974411197,1.3096853494644165,1.673721089900937e-05,3168.0,0.0,0.0
2630,420960,438,-985.53125,-576.0,-4253.0,-576.0,0.00021446519531309605,0.3161214590072632,-3.3528956464579096e-06,3168.0,0.0,0.0
2640,422560,438,-985.53125,-576.0,-4253.0,-576.0,0.0002246787480544299,1.3096323013305664,1.7952523194253445e-05,3168.0,0.0,0.0
2650,424160,437,-985.53125,-576.0,-4253.0,-576.0,0.00022902812634129077,0.3161200284957886,-3.605768142733723e-06,3168.0,0.0,0.0
2660,425760,437,-985.53125,-576.0,-4253.0,-576.0,0.0002415150956949219,1.3096158504486084,1.9433498891885392e-05,3168.0,0.0,0.0
2670,427360,437,-985.53125,-576.0,-4253.0,-576.0,0.0002466876176185906,0.3161197900772095,-3.914654371328652e-06,3168.0,0.0,0.0
2680,428960,437,-985.53125,-576.0,-4253.0,-576.0,0.0002622086030896753,1.309618353843689,2.126895014953334e-05,3168.0,0.0,0.0
2690,430560,437,-985.53125,-576.0,-4253.0,-576.0,0.000268461270025,0.3161098062992096,-4.2990423025912605e-06,3168.0,0.0,0.0
2700,432160,437,-985.53125,-576.0,-4253.0,-576.0,0.0002881494874600321,1.3095951080322266,2.3591661374666728e-05,3168.0,0.0,0.0
2710,433760,437,-985.53125,-576.0,-4253.0,-576.0,0.0002958604018203914,0.3161140978336334,-4.788654223375488e-06,3168.0,0.0,0.0
2720,435360,437,-985.53125,-576.0,-4253.0,-576.0,0.0003214814350940287,1.309559941291809,2.6609164706314914e-05,3168.0,0.0,0.0
2730,436960,437,-985.53125,-576.0,-4253.0,-576.0,0.00033122458262369037,0.31611213088035583,-5.428218173619825e-06,3168.0,0.0,0.0
2740,438560,437,-985.53125,-576.0,-4253.0,-576.0,0.0003656822082120925,1.3095808029174805,3.066437420784496e-05,3168.0,0.0,0.0
2750,440160,437,-985.53125,-576.0,-4253.0,-576.0,2.4436571038677357e-05,0.3178435266017914,-2.8601095891644945e-07,3168.0,0.0,0.0
2760,441760,437,-985.53125,-576.0,-4253.0,-576.0,2.459395727782976e-05,1.2878473997116089,1.526374944660347e-06,3168.0,0.0,0.0
2770,443360,437,-985.53125,-576.0,-4253.0,-576.0,2.461677649989724e-05,0.3178463876247406,-2.8820755915148766e-07,3168.0,0.0,0.0
2780,444960,437,-985.53125,-576.0,-4253.0,-576.0,2.4785866116872057e-05,1.287864089012146,1.5392059822261217e-06,3168.0,0.0,0.0
2790,446560,437,-985.53125,-576.0,-4253.0,-576.0,2.4810820832499303e-05,0.3178427219390869,-2.9058392669867317e-07,3168.0,0.0,0.0
2800,448160,437,-985.53125,-576.0,-4253.0,-576.0,2.4990877136588097e-05,1.2878313064575195,1.552914000058081e-06,3168.0,0.0,0.0
2810,449760,437,-985.53125,-576.0,-4253.0,-576.0,2.501797462173272e-05,0.3178325891494751,-2.9307850013537973e-07,3168.0,0.0,0.0
2820,451360,437,-985.53125,-576.0,-4253.0,-576.0,2.5209796149283648e-05,1.2878628969192505,1.5676176872148062e-06,3168.0,0.0,0.0
2830,452960,437,-985.53125,-576.0,-4253.0,-576.0,2.5238910893676803e-05,0.31784266233444214,-2.957762887945137e-07,3168.0,0.0,0.0
2840,454560,437,-985.53125,-576.0,-4253.0,-576.0,2.5443467166041955e-05,1.2878628969192505,1.5833370525797363e-06,3168.0,0.0,0.0
2850,456160,437,-985.53125,-576.0,-4253.0,-576.0,2.547447002143599e-05,0.3178459405899048,-2.9859739925086615e-07,3168.0,0.0,0.0
2860,457760,437,-985.53125,-576.0,-4253.0,-576.0,2.569302341726143e-05,1.2878628969192505,1.6001757785488735e-06,3168.0,0.0,0.0
2870,459360,437,-985.53125,-576.0,-4253.0,-576.0,2.5725499654072337e-05,0.31783753633499146,-3.0157352171045204e-07,3168.0,0.0,0.0
2880,460960,437,-985.53125,-576.0,-4253.0,-576.0,2.5959621780202724e-05,1.287872076034546,1.6182490298888297e-06,3168.0,0.0,0.0
2890,462560,437,-985.53125,-576.0,-4253.0,-576.0,2.599320032459218e-05,0.3178458511829376,-3.046993697353173e-07,3168.0,0.0,0.0
2900,464160,436,-985.53125,-576.0,-4253.0,-576.0,2.6244977561873384e-05,1.2878623008728027,1.6376711755583528e-06,3168.0,0.0,0.0
2910,465760,436,-985.53125,-576.0,-4253.0,-576.0,2.6278932637069374e-05,0.3178485333919525,-3.079685484408401e-07,3168.0,0.0,0.0
2920,467360,436,-985.53125,-576.0,-4253.0,-576.0,2.655083517311141e-05,1.2878291606903076,1.6586238871241221e-06,3168.0,0.0,0.0
2930,468960,436,-985.53125,-576.0,-4253.0,-576.0,2.6584360966808163e-05,0.3178459405899048,-3.113443938218552e-07,3168.0,0.0,0.0
2940,470560,436,-985.53125,-576.0,-4253.0,-576.0,2.688035965547897e-05,1.2878258228302002,1.6814140053611482e-06,3168.0,0.0,0.0
2950,472160,436,-985.53125,-576.0,-4253.0,-576.0,2.6912044631899334e-05,0.3178386092185974,-3.1484398732573027e-07,3168.0,0.0,0.0
2960,473760,436,-985.53125,-576.0,-4253.0,-576.0,2.7237738322583027e-05,1.2878628969192505,1.7064540998035227e-06,3168.0,0.0,0.0
2970,475360,436,-985.53125,-576.0,-4253.0,-576.0,2.7265879907645285e-05,0.31783825159072876,-3.183739920586959e-07,3168.0,0.0,0.0
2980,476960,436,-985.53125,-576.0,-4253.0,-576.0,2.7629590476863086e-05,1.287824273109436,1.734307602418994e-06,3168.0,0.0,0.0
2990,478560,436,-985.53125,-576.0,-4253.0,-576.0,2.765144563454669e-05,0.3178456425666809,-3.218508197733172e-07,3168.0,0.0,0.0
3000,480160,436,-985.53125,-576.0,-4253.0,-576.0,2.8064983780495822e-05,1.2878258228302002,1.7659027662375593e-06,3168.0,0.0,0.0
3010,481760,436,-985.53125,-576.0,-4253.0,-576.0,2.8076867238269188e-05,0.3178386092185974,-3.2524150128665497e-07,3168.0,0.0,0.0
3020,483360,436,-985.53125,-576.0,-4253.0,-576.0,2.8554017262649722e-05,1.2878673076629639,1.802152837626636e-06,3168.0,0.0,0.0
3030,484960,436,-985.53125,-576.0,-4253.0,-576.0,2.85491842078045e-05,0.3178391456604004,-3.2854487130862253e-07,3168.0,0.0,0.0
3040,486560,436,-985.53125,-576.0,-4253.0,-576.0,2.9097593142068945e-05,1.287790060043335,1.8429316241963534e-06,3168.0,0.0,0.0
3050,488160,436,-985.53125,-576.0,-4253.0,-576.0,2.9064362024655566e-05,0.3178357183933258,-3.319827612813242e-07,3168.0,0.0,0.0
3060,489760,436,-985.53125,-576.0,-4253.0,-576.0,2.967337059089914e-05,1.287824034690857,1.8862289152821177e-06,3168.0,0.0,0.0
3070,491360,436,-985.53125,-576.0,-4253.0,-576.0,2.9596818421850912e-05,0.317844033241272,-3.358344144999137e-07,3168.0,0.0,0.0
3080,492960,436,-985.53125,-576.0,-4253.0,-576.0,3.0240053092711605e-05,1.2877870798110962,1.9283543224446476e-06,3168.0,0.0,0.0
3090,494560,436,-985.53125,-576.0,-4253.0,-576.0,3.01105210382957e-05,0.3178304135799408,-3.3998676940427686e-07,3168.0,0.0,0.0
3100,496160,436,-985.53125,-576.0,-4253.0,-576.0,3.0764975235797465e-05,1.287811517715454,1.9669496396090835e-06,3168.0,0.0,0.0
3110,497760,436,-985.53125,-576.0,-4253.0,-576.0,3.058187576243654e-05,0.3178326487541199,-3.4411661431477114e-07,3168.0,0.0,0.0
3120,499360,436,-985.53125,-576.0,-4253.0,-576.0,3.123927308479324e-05,1.287764072418213,2.001523398575955e-06,3168.0,0.0,0.0
3130,500960,435,-985.53125,-576.0,-4253.0,-576.0,3.1006249628262594e-05,0.3178229331970215,-3.478907615317439e-07,3168.0,0.0,0.0
3140,502560,435,-985.53125,-576.0,-4253.0,-576.0,3.1669300369685516e-05,1.2877458333969116,2.0329187009338057e-06,3168.0,0.0,0.0
3150,504160,435,-985.53125,-576.0,-4253.0,-576.0,3.138985266559757e-05,0.3178192675113678,-3.511563875235879e-07,3168.0,0.0,0.0
3160,505760,435,-985.53125,-576.0,-4253.0,-576.0,3.2068139262264594e-05,1.287713885307312,2.062310613837326e-06,3168.0,0.0,0.0
3170,507360,435,-985.53125,-576.0,-4253.0,-576.0,3.174353696522303e-05,0.3178183138370514,-3.538600878982834e-07,3168.0,0.0,0.0
3180,508960,435,-985.53125,-576.0,-4253.0,-576.0,3.245449624955654e-05,1.2876681089401245,2.0914158085361123e-06,3168.0,0.0,0.0
3190,510560,435,-985.53125,-576.0,-4253.0,-576.0,3.2083098631119356e-05,0.31780898571014404,-3.557843797352689e-07,3168.0,0.0,0.0
3200,512160,435,-985.53125,-576.0,-4253.0,-576.0,3.286086939624511e-05,1.287664771080017,2.1234588984953007e-06,3168.0,0.0,0.0
3210,513760,435,-985.53125,-576.0,-4253.0,-576.0,3.243806349928491e-05,0.31779468059539795,-3.563318955457362e-07,3168.0,0.0,0.0
3220,515360,435,-985.53125,-576.0,-4253.0,-576.0,3.336239024065435e-05,1.2875800132751465,2.166128069802653e-06,3168.0,0.0,0.0
3230,516960,435,-985.53125,-576.0,-4253.0,-576.0,3.288739389972761e-05,0.31776896119117737,-3.5329779279891227e-07,3168.0,0.0,0.0
3240,518560,435,-985.53125,-576.0,-4253.0,-576.0,3.4262382541783154e-05,1.2874419689178467,2.2525916847371263e-06,3168.0,0.0,0.0
3250,520160,435,-985.53125,-576.0,-4253.0,-576.0,3.409357668715529e-05,0.31769371032714844,-3.2220916068581573e-07,3168.0,0.0,0.0
3260,521760,435,-985.53125,-576.0,-4253.0,-576.0,0.0002976325049530715,1.2620985507965088,2.177065471187234e-05,3168.0,0.0,0.0
3270,523360,435,-985.53125,-576.0,-4253.0,-576.0,0.0003110456746071577,0.3199250102043152,-4.1506013985781465e-06,3168.0,0.0,0.0
3280,524960,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.00034999713534489274,1.2739559412002563,2.7943160603172146e-05,4224.0,0.0,0.0
3290,526560,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.0003717245417647064,0.34708818793296814,-4.653090400097426e-06,4224.0,0.0,0.0
3300,528160,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.02213817834854126,1.230959415435791,0.002761529991403222,4224.0,0.0,0.0
3310,529760,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.0028946592938154936,0.3504471480846405,-4.405038635013625e-05,4224.0,0.0,0.0
3320,531360,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.00979492999613285,1.2307592630386353,0.0010335837723687291,4224.0,0.0,0.0
3330,532960,435,-6143.9375,-6144.0,-6144.0,-6142.0,0.005953194107860327,0.3519393503665924,-0.00010915016900980845,4224.0,0.0,0.0
3340,534560,435,-6143.9375,-6144.0,-6144.0,-6142.0,2.5767656552488916e-05,1.164479374885559,1.2703643506029039e-06,4224.0,0.0,0.0
3350,536160,435,-6143.9375,-6144.0,-6144.0,-6142.0,2.5951685529435053e-05,0.34710440039634705,-1.4710738582834892e-07,4224.0,0.0,0.0
3360,537760,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.567586827557534e-05,1.0527136325836182,1.5984137462510262e-06,4224.0,0.0,0.0
3370,539360,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.325526267872192e-05,0.5569208860397339,5.209590199228842e-07,4224.0,0.0,0.0
3380,540960,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.3550244552316144e-05,0.37399953603744507,-3.526275520471245e-07,4224.0,0.0,0.0
3390,542560,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.3776745112845674e-05,0.0456918329000473,2.4505384388362472e-08,4224.0,0.0,0.0
3400,544160,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.610608109738678e-05,0.16612394154071808,6.974860866648669e-07,4224.0,0.0,0.0
3410,545760,435,-6143.9375,-6144.0,-6144.0,-6142.0,2.975692223117221e-05,0.0822925940155983,2.7291346782476467e-07,4224.0,0.0,0.0
3420,547360,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.063371332245879e-05,0.007621685042977333,1.2644801472561085e-07,4224.0,0.0,0.0
3430,548960,435,-6143.9375,-6144.0,-6144.0,-6142.0,2.9978813472553156e-05,0.020430278033018112,2.8817273900472173e-08,4224.0,0.0,0.0
3440,550560,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.3182805054821074e-05,0.006273818667978048,-6.551248077357741e-08,4224.0,0.0,0.0
3450,552160,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.2716507121222094e-05,0.005313567817211151,-9.688599078572224e-08,4224.0,0.0,0.0
3460,553760,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.634200038504787e-05,0.0015279445797204971,-4.041599055426559e-08,4224.0,0.0,0.0
3470,555360,435,-6143.9375,-6144.0,-6144.0,-6142.0,3.6631900002248585e-05,0.0025655203498899937,-6.740821589801271e-08,4224.0,0.0,0.0
3480,556960,435,-6143.9375,-6144.0,-6144.0,-6142.0,4.0003829781198874e-05,0.0011272188276052475,6.387750062231135e-08,4224.0,0.0,0.0
3490,558560,435,-6143.9375,-6144.0,-6144.0,-6142.0,4.124606493860483e-05,0.00048022958799265325,-1.0063971878082612e-08,4224.0,0.0,0.0
3500,560160,435,-6143.9375,-6144.0,-6144.0,-6142.0,4.635711957234889e-05,0.0030895546078681946,1.250380989858968e-07,4224.0,0.0,0.0
3510,561760,434,-6143.9375,-6144.0,-6144.0,-6142.0,4.7464363888138905e-05,0.0005547074251808226,-5.1170946591128086e-08,4224.0,0.0,0.0
3520,563360,434,-6143.9375,-6144.0,-6144.0,-6142.0,5.379919093684293e-05,0.0011982452124357224,-7.958171011068771e-08,4224.0,0.0,0.0
3530,564960,434,-6143.9375,-6144.0,-6144.0,-6142.0,5.605598562397063e-05,0.0009196079918183386,3.1080286788665035e-08,4224.0,0.0,0.0
3540,566560,434,-6143.9375,-6144.0,-6144.0,-6142.0,6.541503535117954e-05,0.006779031828045845,3.0584445198655885e-07,4224.0,0.0,0.0
3550,568160,434,-6143.9375,-6144.0,-6144.0,-6142.0,6.901899178046733e-05,0.0029108719900250435,-8.106049875777899e-08,4224.0,0.0,0.0
3560,569760,434,-6143.9375,-6144.0,-6144.0,-6142.0,8.611826342530549e-05,0.0016837253933772445,-1.7721622214139643e-07,4224.0,0.0,0.0
3570,571360,434,-6143.9375,-6144.0,-6144.0,-6142.0,9.386268357047811e-05,0.0019535471219569445,1.111508822759788e-07,4224.0,0.0,0.0
3580,572960,434,-6143.9375,-6144.0,-6144.0,-6142.0,0.00012229550338815898,0.004539409652352333,5.40941584858956e-07,4224.0,0.0,0.0
3590,574560,434,-6143.9375,-6144.0,-6144.0,-6142.0,0.00014826150436419994,0.001045568147674203,-1.1598884697150424e-07,4224.0,0.0,0.0
3600,576160,434,-6143.9375,-6144.0,-6144.0,-6142.0,0.00023784031509421766,0.0010461609344929457,5.296998324411106e-07,4224.0,0.0,0.0
3610,577760,434,-6143.9375,-6144.0,-6144.0,-6142.0,0.00043445787741802633,0.00036154763074591756,-8.391652706052355e-09,4224.0,0.0,0.0
3620,579360,434,-6143.9375,-6144.0,-6144.0,-6142.0,0.006882372312247753,0.0007952568703331053,-1.2292944120417815e-05,4224.0,0.0,0.0
3630,580960,434,-6143.9375,-6144.0,-6144.0,-6142.0,8.962638275988866e-06,0.6618691086769104,-8.77078321082081e-08,4224.0,0.0,0.0
3640,582560,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.0078436389449053e-05,0.47564369440078735,-1.6272281300189206e-07,4224.0,0.0,0.0
3650,584160,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2312160833971575e-05,0.18714915215969086,-9.323080973899778e-08,4224.0,0.0,0.0
3660,585760,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2673993296630215e-05,0.032478708773851395,-4.64447680315061e-08,4224.0,0.0,0.0
3670,587360,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2374785910651553e-05,0.023216284811496735,-7.004203883553828e-09,4224.0,0.0,0.0
3680,588960,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.1388870916562155e-05,0.02502899430692196,-5.0585398980729224e-08,4224.0,0.0,0.0
3690,590560,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.1188082680746447e-05,0.006231050007045269,-3.947960180994414e-08,4224.0,0.0,0.0
3700,592160,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.1722781891876366e-05,0.021034035831689835,2.262213705250815e-08,4224.0,0.0,0.0
3710,593760,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.1612733032961842e-05,0.0044780573807656765,-3.0427145247813314e-08,4224.0,0.0,0.0
3720,595360,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2056947525707074e-05,0.015172394923865795,2.3463263332246242e-08,4224.0,0.0,0.0
3730,596960,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2218970368849114e-05,0.004070489667356014,-2.576393320907755e-08,4224.0,0.0,0.0
3740,598560,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2491881534515414e-05,0.011455110274255276,2.2394766929778598e-08,4224.0,0.0,0.0
3750,600160,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2846944628108758e-05,0.003285067854449153,-2.0818308854586576e-08,4224.0,0.0,0.0
3760,601760,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.2995836186746601e-05,0.00787587370723486,1.9138218121383943e-08,4224.0,0.0,0.0
3770,603360,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.3567523637902923e-05,0.0032194554805755615,-2.016169098340015e-08,4224.0,0.0,0.0
3780,604960,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.3657319868798368e-05,0.007647376973181963,1.8694878534120107e-08,4224.0,0.0,0.0
3790,606560,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.4387605915544555e-05,0.0028564936947077513,-1.977715413659098e-08,4224.0,0.0,0.0
